current_views,current_comments,current_likes,prev_5_video_views,prev_5_video_likes,prev_5_video_comments,views_after_30_days,days_since_prev_5_uploads
317002,7469,29600,"[357335, 375602, 361654, 23536, 127495]","[36968, 16099, 36725, 1536, 8459]","[4222, 10330, 2611, 202, 2664]",784494,"[10, 9, 8, 7, 3]"
32997,249,1826,"[145280, 137662, 184474, 92670, 92257]","[6670, 7636, 20181, 2371, 7301]","[2079, 2019, 5001, 2441, 1842]",78553,"[10, 10, 8, 7, 5]"
263190,3072,14819,"[316131, 376017, 178037, 292484, 482156]","[7434, 24256, 11778, 26212, 26634]","[8068, 5103, 2414, 3091, 10654]",424228,"[10, 5, 3, 3, 2]"
112625,2858,4997,"[302141, 53106, 324756, 340978, 332988]","[32316, 4383, 6542, 18860, 35225]","[1717, 269, 3907, 9496, 9169]",147586,"[7, 7, 6, 5, 5]"
2770,17,138,"[213906, 271686, 143541, 183452, 73239]","[15392, 21124, 13528, 7977, 3613]","[4115, 8035, 1498, 5438, 1674]",5430,"[8, 2, 2, 2, 2]"
361799,7700,33281,"[380534, 238449, 208596, 239234, 459640]","[7841, 21762, 8285, 7884, 24683]","[9237, 1827, 2241, 1246, 13426]",507854,"[9, 8, 8, 7, 7]"
1312,22,59,"[392651, 126662, 292288, 483331, 487579]","[17343, 7848, 16277, 43527, 39368]","[2157, 1259, 4955, 7799, 8735]",2137,"[10, 7, 5, 3, 3]"
596716,3267,43792,"[160466, 248709, 432286, 197652, 39920]","[4362, 22224, 30003, 16162, 4308]","[3772, 4114, 12799, 3242, 311]",960351,"[10, 9, 9, 9, 8]"
414480,12221,15413,"[415300, 387226, 454307, 261388, 413077]","[8802, 34174, 47454, 17492, 42508]","[10190, 8435, 7327, 3083, 10955]",620770,"[8, 7, 6, 4, 3]"
994,25,94,"[467304, 491800, 38138, 1647, 396563]","[51986, 12601, 4379, 66, 19935]","[8072, 7139, 827, 48, 7994]",3304,"[10, 10, 8, 7, 3]"
233010,4091,17778,"[249068, 118616, 156781, 46816, 249759]","[10663, 5448, 9032, 2359, 11336]","[1554, 3074, 1035, 1272, 2032]",525093,"[9, 8, 6, 5, 5]"
312464,2234,15012,"[178472, 219752, 298162, 486532, 462131]","[8191, 14750, 23789, 44402, 16943]","[4520, 2998, 5242, 9826, 7949]",474801,"[9, 9, 8, 7, 3]"
143756,960,12520,"[118910, 242389, 134214, 368525, 145421]","[3100, 19492, 15650, 25897, 3657]","[1252, 2695, 1804, 2244, 4016]",170003,"[9, 7, 6, 5, 4]"
206321,5077,11027,"[180838, 244933, 382673, 332160, 170665]","[11893, 27853, 11376, 32870, 9636]","[4048, 6923, 6866, 1848, 976]",275369,"[7, 7, 6, 3, 2]"
308259,4137,18522,"[48614, 329938, 195678, 301192, 325242]","[2015, 21474, 17481, 31262, 37719]","[978, 5995, 1064, 2048, 2895]",805023,"[10, 9, 8, 6, 4]"
1957,23,149,"[88877, 347820, 101398, 233532, 229734]","[9297, 9048, 11691, 7038, 22695]","[1593, 5481, 1217, 6079, 2295]",3918,"[10, 8, 8, 8, 2]"
223502,5069,26288,"[319398, 376713, 20556, 64065, 113597]","[15511, 20467, 2164, 6649, 2403]","[5847, 3988, 267, 355, 2697]",647884,"[10, 9, 7, 6, 6]"
108072,613,5513,"[205324, 338186, 165565, 165588, 156926]","[14087, 27726, 12207, 12625, 17105]","[2852, 3451, 2716, 1689, 2739]",284262,"[6, 5, 5, 5, 2]"
496,4,20,"[441133, 92879, 454975, 268134, 153291]","[50791, 2592, 35599, 29909, 3214]","[9163, 1567, 6221, 5547, 968]",953,"[9, 7, 4, 4, 2]"
180221,2993,6190,"[105483, 442405, 439832, 106152, 71920]","[11970, 47501, 31774, 11508, 8061]","[1606, 5346, 3279, 1802, 2061]",609254,"[9, 7, 7, 6, 4]"
310125,1682,35447,"[287672, 463325, 183618, 264878, 212381]","[26290, 39454, 6761, 13747, 15496]","[7526, 13376, 1012, 3659, 4609]",658228,"[9, 9, 5, 4, 2]"
177483,2687,4403,"[441487, 269136, 234220, 264615, 177922]","[20509, 30369, 20317, 16249, 15661]","[6636, 2113, 5381, 6774, 4131]",457308,"[9, 9, 8, 5, 3]"
314840,2552,22224,"[458254, 458605, 282670, 446523, 456594]","[23263, 26576, 28177, 17470, 42251]","[7918, 13754, 6901, 13049, 6190]",710438,"[9, 7, 5, 4, 3]"
284957,6232,15275,"[187604, 323666, 345898, 353273, 220570]","[16446, 19895, 7755, 19319, 22205]","[4678, 5621, 5816, 6884, 2312]",744867,"[8, 7, 7, 6, 4]"
2735,80,217,"[423887, 160993, 304733, 163562, 328483]","[24233, 11045, 26437, 8094, 37244]","[6908, 1805, 3934, 3892, 6900]",6072,"[6, 4, 3, 3, 3]"
2194,16,190,"[209497, 19847, 304267, 16860, 276858]","[20858, 915, 9805, 1054, 31662]","[3670, 414, 6269, 140, 4085]",7664,"[10, 5, 5, 4, 3]"
2095,23,156,"[264797, 287775, 282324, 216805, 185216]","[19612, 12390, 12071, 21199, 21533]","[3466, 6388, 3233, 6113, 4041]",4148,"[8, 8, 6, 6, 3]"
220965,5194,12205,"[331736, 433788, 316762, 295777, 278537]","[33017, 12178, 12334, 26358, 30709]","[9658, 11235, 3258, 3591, 7456]",371302,"[9, 7, 4, 4, 2]"
689814,6997,55598,"[370313, 235881, 342024, 263289, 33646]","[43250, 21354, 15653, 12703, 985]","[8204, 4236, 3475, 2815, 175]",1159393,"[10, 9, 6, 3, 2]"
2637,59,88,"[127456, 429255, 102973, 220755, 55887]","[11016, 32671, 6805, 24277, 2345]","[2999, 3853, 2099, 5908, 919]",8711,"[8, 6, 5, 5, 4]"
2049,58,58,"[329766, 270700, 374538, 71458, 479294]","[12413, 30767, 36902, 7551, 16480]","[2830, 3420, 2478, 519, 4112]",2571,"[10, 8, 5, 2, 2]"
302540,7081,15165,"[468043, 429099, 15540, 418903, 325322]","[51475, 27491, 1774, 26485, 28300]","[5377, 8975, 286, 8449, 7178]",439097,"[6, 5, 4, 3, 2]"
365498,8542,34302,"[8497, 372632, 416468, 411785, 124690]","[925, 32589, 42805, 30618, 3353]","[63, 7027, 5495, 4329, 2076]",1265980,"[5, 4, 3, 2, 2]"
168596,2488,4126,"[275215, 83253, 310869, 269871, 41689]","[10169, 8661, 16453, 25585, 4241]","[6661, 1227, 8844, 5803, 808]",541021,"[8, 3, 3, 2, 2]"
290155,5174,31756,"[296672, 118391, 404261, 857, 415504]","[25266, 8095, 36271, 90, 16435]","[3926, 1884, 11744, 12, 6036]",763020,"[9, 9, 6, 5, 4]"
201026,2216,19070,"[203076, 218361, 223049, 188229, 204755]","[12323, 12237, 16074, 4399, 10494]","[1859, 1848, 2996, 4716, 2053]",666260,"[9, 8, 7, 6, 6]"
43404,520,4153,"[184411, 326880, 342263, 179859, 60806]","[21099, 35806, 6957, 20396, 2051]","[1106, 2087, 4696, 3690, 915]",68706,"[10, 8, 4, 4, 2]"
120876,3488,10832,"[342298, 168314, 124563, 72695, 188552]","[6871, 9282, 3909, 7873, 21268]","[3902, 2387, 3686, 1392, 3285]",235493,"[10, 8, 5, 3, 2]"
504983,4393,49800,"[217506, 417401, 328528, 357070, 410078]","[22534, 45767, 11908, 35244, 38594]","[2057, 6488, 5114, 8569, 10638]",1180391,"[10, 10, 9, 6, 4]"
175153,3859,7428,"[63912, 176853, 159975, 95068, 292870]","[3236, 19259, 6388, 7606, 22596]","[635, 2829, 3501, 1232, 2297]",544146,"[10, 10, 6, 6, 4]"
192197,1190,18158,"[276906, 355940, 469086, 491531, 421644]","[9099, 38447, 29477, 13468, 30753]","[5865, 4231, 11731, 10688, 8963]",223417,"[9, 7, 5, 5, 3]"
392800,2367,8665,"[300963, 331770, 275617, 213953, 496986]","[29114, 11284, 11542, 18057, 55740]","[4859, 5686, 3016, 3118, 6038]",1067505,"[8, 7, 7, 6, 2]"
367712,7858,32735,"[140083, 87027, 131068, 367316, 371693]","[4506, 7219, 5419, 29600, 21673]","[1056, 1702, 2893, 8083, 7777]",914873,"[10, 9, 6, 4, 2]"
406315,8171,35416,"[332368, 491026, 194861, 437263, 396412]","[35709, 16842, 20954, 26446, 18862]","[4190, 6506, 3442, 6054, 8396]",669977,"[10, 8, 7, 4, 2]"
295776,8859,23739,"[125685, 473423, 134832, 453934, 382170]","[6527, 25079, 9471, 21925, 24626]","[1784, 11069, 2708, 9687, 3922]",383620,"[8, 6, 4, 4, 2]"
340564,1942,8741,"[272034, 427493, 180160, 387295, 491029]","[20625, 18318, 3918, 22608, 36713]","[2606, 6567, 3671, 8858, 3102]",484762,"[10, 6, 5, 4, 2]"
265829,3305,5822,"[342408, 418463, 374480, 192372, 95826]","[11163, 33856, 30223, 8852, 8884]","[8334, 11722, 7348, 4710, 2283]",587751,"[10, 9, 9, 5, 5]"
2674,52,79,"[159726, 92545, 237512, 256239, 438463]","[6337, 9133, 10227, 7633, 29763]","[4045, 1353, 1359, 4825, 9651]",4966,"[10, 10, 9, 5, 4]"
919798,12412,68996,"[473533, 389531, 114574, 113191, 421747]","[47964, 42993, 2631, 3852, 12009]","[5483, 6250, 2411, 1983, 11631]",2655506,"[8, 6, 3, 3, 2]"
76777,1732,9028,"[6134, 117469, 367770, 4182, 429167]","[664, 10229, 39544, 499, 30814]","[44, 1076, 4814, 31, 10893]",113238,"[9, 6, 5, 5, 2]"
192677,2542,9391,"[389172, 67356, 375662, 344167, 37685]","[28631, 1557, 33294, 23650, 3734]","[9878, 724, 2333, 7771, 1109]",402404,"[10, 10, 9, 8, 7]"
118444,720,10966,"[50366, 344167, 394640, 20046, 315949]","[2888, 12262, 11459, 1467, 37152]","[1101, 4862, 6914, 600, 5677]",357262,"[8, 7, 4, 3, 2]"
732893,9373,45160,"[475232, 45366, 459929, 470354, 188811]","[16612, 5091, 19911, 56110, 16607]","[7655, 1270, 11440, 7395, 1267]",2183353,"[7, 5, 5, 4, 2]"
650,8,29,"[333804, 348722, 44279, 152067, 302246]","[14596, 8598, 1375, 11137, 7170]","[3182, 3772, 946, 2542, 4975]",1721,"[10, 10, 6, 3, 2]"
214078,2404,4946,"[350853, 409142, 148058, 76585, 266637]","[34482, 41585, 3643, 6962, 24537]","[3632, 3199, 3515, 860, 1344]",400496,"[10, 7, 3, 3, 2]"
227797,2303,12492,"[163073, 125909, 65758, 383586, 477549]","[17664, 11006, 3749, 14977, 48544]","[3274, 1764, 1058, 9844, 6434]",740040,"[7, 7, 7, 5, 4]"
225564,3919,11301,"[421845, 38439, 327703, 8798, 119502]","[40494, 877, 28531, 613, 9247]","[6042, 878, 7159, 171, 3171]",766597,"[9, 8, 7, 5, 3]"
265016,6480,15083,"[275281, 178106, 460130, 469956, 336682]","[30224, 18972, 23392, 49196, 23747]","[5641, 1953, 10429, 6199, 4577]",424150,"[7, 6, 6, 3, 2]"
199637,1019,14564,"[373936, 329530, 209384, 12239, 349482]","[25231, 31169, 4470, 618, 30724]","[11099, 1668, 3716, 343, 9292]",595808,"[8, 3, 2, 2, 2]"
223878,4112,23379,"[159201, 373602, 377317, 306830, 392166]","[15171, 18809, 17992, 20594, 34359]","[4492, 3188, 5626, 2048, 9397]",752641,"[8, 8, 6, 6, 2]"
483304,13466,28726,"[341025, 438354, 382495, 420659, 201941]","[27287, 9783, 44841, 20959, 9072]","[5845, 8133, 9240, 6239, 3230]",1515432,"[10, 9, 9, 4, 3]"
713404,6937,66247,"[76262, 178512, 313120, 365352, 239280]","[2034, 10609, 32412, 22749, 11051]","[2283, 4789, 5843, 6957, 1237]",2093871,"[8, 8, 4, 3, 3]"
131229,2076,6715,"[133409, 316407, 83445, 57464, 130849]","[16007, 34375, 7834, 3949, 3695]","[3103, 4721, 1606, 708, 1446]",148171,"[10, 9, 9, 4, 2]"
439170,9162,18123,"[435804, 325082, 16577, 418989, 386612]","[10413, 11236, 866, 22854, 40508]","[2301, 6835, 137, 10717, 9458]",629257,"[7, 6, 6, 6, 3]"
2634,34,272,"[354337, 376689, 442808, 307435, 75671]","[41208, 10766, 9227, 23009, 3512]","[5927, 2567, 7766, 2496, 1964]",5042,"[8, 8, 5, 4, 2]"
807535,18404,81924,"[499059, 148493, 425895, 103395, 183807]","[16580, 11992, 39509, 7052, 8194]","[10241, 2743, 3952, 1565, 2918]",969792,"[9, 9, 8, 6, 3]"
2593,35,159,"[312306, 350726, 80866, 471894, 220194]","[20489, 33210, 6334, 17703, 11901]","[4042, 4045, 1098, 8433, 5806]",3088,"[7, 7, 4, 4, 3]"
288317,4583,28712,"[308437, 151805, 116965, 156527, 200871]","[6573, 11587, 13139, 17436, 15761]","[4481, 1134, 1092, 3442, 1087]",575777,"[10, 7, 6, 3, 2]"
472577,10621,54442,"[117674, 338949, 318669, 344836, 185278]","[13178, 39359, 29752, 36443, 15020]","[1937, 7737, 3379, 2670, 4455]",1370284,"[10, 9, 7, 6, 2]"
185312,1922,21881,"[253952, 265131, 100162, 61545, 355238]","[17262, 7452, 9670, 3640, 32351]","[4949, 6052, 656, 359, 5137]",579556,"[10, 6, 6, 4, 2]"
120299,2878,3030,"[92555, 92792, 414936, 441514, 29194]","[6546, 8183, 33978, 22470, 1400]","[1253, 970, 9931, 12854, 779]",241322,"[8, 8, 6, 3, 2]"
139950,2210,3129,"[119280, 47997, 262466, 51919, 189659]","[3473, 2541, 15456, 2628, 6358]","[1344, 1058, 3844, 1080, 3491]",343286,"[9, 6, 6, 4, 3]"
146523,3445,5082,"[476620, 85081, 381800, 296029, 209213]","[43142, 5513, 19532, 34426, 7097]","[2904, 444, 9306, 1899, 3863]",173595,"[9, 7, 7, 6, 2]"
265948,1692,8156,"[148516, 493209, 247157, 15474, 309628]","[4460, 31532, 29099, 896, 29091]","[855, 11033, 7010, 225, 1713]",803647,"[9, 8, 6, 6, 3]"
194619,4272,11634,"[198836, 274074, 165589, 165218, 29422]","[15023, 10082, 10386, 13973, 1424]","[2642, 2206, 2538, 3237, 232]",354469,"[9, 5, 5, 4, 3]"
182454,2547,15469,"[76939, 219517, 42946, 474137, 334279]","[3697, 17671, 3915, 48675, 37661]","[1177, 5161, 294, 3052, 2714]",440728,"[10, 8, 5, 5, 4]"
156554,2797,9560,"[216288, 204015, 103316, 365250, 195400]","[24196, 15964, 11567, 35430, 15600]","[1199, 2718, 664, 4768, 1281]",247667,"[8, 6, 5, 5, 2]"
246831,5937,9690,"[144097, 434390, 140494, 194354, 473534]","[13820, 46598, 6762, 5737, 21471]","[1095, 5673, 2592, 5702, 7095]",296078,"[8, 7, 7, 6, 2]"
274913,5359,32562,"[379568, 65626, 444507, 304023, 354582]","[10146, 4028, 12451, 34178, 8534]","[3332, 1829, 8691, 7564, 1918]",860951,"[10, 8, 7, 6, 4]"
399054,9917,33637,"[251745, 460969, 447110, 381137, 497933]","[9869, 35168, 42158, 31750, 39835]","[5913, 2959, 10411, 4503, 9608]",1294340,"[7, 5, 5, 4, 4]"
281163,1946,21517,"[28140, 432151, 373877, 16714, 173104]","[980, 28454, 41124, 1422, 4434]","[711, 12266, 9621, 387, 1515]",368425,"[10, 6, 3, 3, 2]"
200919,5498,5959,"[214483, 310695, 234466, 386717, 269510]","[11222, 6634, 23378, 20416, 15020]","[2874, 5427, 5290, 9395, 3992]",544276,"[7, 4, 4, 3, 2]"
846015,20540,20140,"[168516, 73997, 278060, 431738, 8929]","[12985, 7065, 8313, 46547, 657]","[1000, 1559, 4986, 4537, 215]",1119853,"[9, 7, 7, 3, 3]"
335557,4783,19841,"[187937, 303171, 271894, 354992, 157260]","[12750, 7375, 12312, 9501, 5148]","[1466, 8128, 7683, 5986, 3264]",907730,"[9, 6, 6, 3, 2]"
137231,2163,14058,"[24253, 73358, 330794, 241399, 419255]","[1757, 7551, 29905, 28018, 41547]","[209, 1721, 7158, 5105, 7135]",275255,"[8, 5, 4, 4, 3]"
255293,1798,19771,"[425837, 290185, 36605, 126992, 415358]","[46631, 15444, 2850, 5588, 41426]","[10371, 3600, 806, 2869, 7917]",687287,"[10, 9, 9, 4, 3]"
187323,1829,11279,"[208578, 118923, 441976, 172454, 60057]","[8899, 10817, 22139, 19317, 5481]","[2554, 2129, 9582, 1695, 669]",468937,"[9, 6, 6, 5, 3]"
293085,4177,28465,"[165603, 298346, 389209, 23023, 368122]","[8323, 27059, 17839, 2257, 37940]","[4130, 3098, 8701, 425, 10915]",592706,"[9, 8, 6, 6, 2]"
268925,5335,6774,"[130484, 347909, 160109, 253256, 239208]","[5681, 27820, 16905, 15416, 27081]","[3598, 3549, 1837, 2408, 2368]",654124,"[9, 5, 4, 3, 2]"
113655,880,12310,"[192554, 51433, 454894, 60975, 439446]","[6168, 3805, 42239, 4593, 50493]","[1451, 1185, 11650, 1375, 6433]",297314,"[10, 9, 7, 7, 6]"
316,6,29,"[351641, 177106, 464013, 22103, 257761]","[12852, 16010, 15775, 1813, 18186]","[4378, 1379, 10856, 321, 1846]",482,"[10, 7, 3, 2, 2]"
539528,8556,37673,"[480604, 191616, 470225, 446349, 281145]","[50073, 11940, 44192, 38899, 11619]","[6476, 3416, 9849, 8289, 4730]",1282058,"[9, 8, 7, 6, 5]"
155898,1758,7116,"[197420, 72707, 23584, 372878, 297904]","[15743, 6129, 1835, 8459, 35736]","[1152, 1081, 179, 2767, 7399]",399029,"[9, 8, 7, 4, 2]"
425747,4456,35329,"[249544, 305946, 483998, 234217, 423552]","[16179, 30355, 31378, 27042, 14732]","[6552, 3428, 13720, 2501, 10027]",1146078,"[9, 7, 7, 7, 6]"
404058,5442,11626,"[374815, 331548, 481107, 68263, 384971]","[34071, 38404, 56809, 5721, 15152]","[2991, 9499, 7624, 673, 10912]",572683,"[10, 10, 8, 7, 7]"
271488,5887,12780,"[27992, 229700, 267877, 415735, 11947]","[2012, 13603, 17461, 48483, 401]","[668, 3045, 3283, 4892, 163]",316804,"[9, 8, 7, 6, 5]"
225625,1560,13134,"[79586, 267818, 233442, 151759, 323675]","[5542, 25003, 27338, 13512, 9789]","[884, 5323, 2775, 4391, 4898]",566610,"[9, 6, 6, 5, 3]"
285399,8314,24233,"[113545, 158504, 402067, 128319, 109098]","[7855, 6341, 37228, 9321, 9474]","[1014, 3358, 5852, 1706, 2376]",789964,"[10, 10, 9, 9, 8]"
143519,2673,13036,"[128565, 323055, 119278, 140535, 218533]","[13360, 18767, 10737, 6930, 7599]","[1059, 6740, 1574, 1669, 4327]",451678,"[8, 5, 4, 2, 2]"
145380,2726,15451,"[145290, 481723, 233594, 144677, 136653]","[16733, 33792, 16410, 16253, 6694]","[1932, 10313, 5753, 3252, 3377]",234335,"[9, 7, 6, 4, 3]"
158711,4256,13089,"[323164, 187237, 232672, 90168, 47275]","[10764, 18571, 14727, 2013, 1229]","[7092, 2677, 6213, 2106, 261]",343996,"[10, 9, 8, 7, 3]"
114871,1889,8832,"[81115, 27654, 29187, 335328, 472107]","[4569, 1407, 2180, 11034, 11170]","[2225, 780, 201, 6284, 8730]",258414,"[10, 10, 10, 7, 3]"
272104,7609,16871,"[377597, 418319, 349942, 19008, 213923]","[40219, 20760, 31301, 1939, 23561]","[2891, 11430, 3475, 445, 4967]",525532,"[10, 6, 4, 4, 4]"
195277,3420,5444,"[404521, 468359, 338647, 414740, 173179]","[37917, 48209, 10324, 32604, 5934]","[5032, 9643, 7841, 2479, 3164]",546563,"[10, 8, 7, 7, 4]"
140581,2944,5299,"[20382, 310876, 60056, 314781, 45554]","[2134, 31150, 1743, 28244, 2085]","[283, 5354, 1487, 2881, 351]",418669,"[7, 6, 6, 3, 3]"
441966,4435,29767,"[259658, 478084, 340929, 344068, 494156]","[18154, 38406, 39566, 37338, 15264]","[3024, 12347, 8730, 4088, 11496]",1426301,"[8, 7, 3, 2, 2]"
155207,1260,3218,"[51542, 204988, 340830, 388891, 166455]","[4852, 22279, 14411, 46229, 5882]","[1031, 4392, 5273, 6562, 4539]",526563,"[6, 6, 5, 2, 2]"
314940,1983,37568,"[209666, 485626, 323968, 283485, 276119]","[22787, 16761, 21996, 17555, 23904]","[1334, 10425, 4493, 7980, 7240]",939197,"[9, 7, 6, 4, 3]"
229208,6186,21259,"[4279, 333834, 111178, 386404, 262252]","[305, 9504, 9078, 17063, 24254]","[86, 7898, 2639, 3832, 1315]",749474,"[10, 5, 4, 4, 4]"
420668,4071,25185,"[406336, 389974, 208930, 103746, 467606]","[46211, 27989, 14052, 4289, 44674]","[3461, 6738, 3245, 2226, 13065]",1070612,"[8, 7, 6, 5, 2]"
304850,6550,27172,"[456954, 136391, 319428, 233111, 87675]","[36644, 15967, 25042, 15524, 6512]","[11521, 2771, 6764, 6826, 1793]",330435,"[10, 9, 3, 3, 3]"
280704,6315,27525,"[190086, 212749, 454678, 462911, 77883]","[15836, 16297, 23950, 42967, 6645]","[1724, 6191, 8589, 8395, 2040]",962360,"[7, 5, 5, 3, 2]"
234914,4578,8423,"[60343, 315157, 475347, 334284, 362090]","[6509, 17136, 13867, 12287, 20530]","[1152, 6750, 6314, 7249, 10299]",558541,"[10, 10, 7, 6, 4]"
507411,6221,26211,"[406984, 349870, 358400, 65234, 404420]","[42708, 16584, 37549, 4089, 32211]","[10068, 2103, 9149, 552, 5645]",1142511,"[10, 8, 6, 4, 3]"
375973,6238,13255,"[381429, 435805, 371403, 46332, 269466]","[39874, 25501, 30354, 926, 20219]","[11206, 5581, 7379, 1114, 5449]",666307,"[10, 9, 6, 3, 2]"
158648,2827,12082,"[146375, 78831, 389329, 113245, 147225]","[5757, 4869, 29491, 3691, 11600]","[1796, 846, 3327, 1556, 4155]",526404,"[8, 4, 3, 2, 2]"
418690,3326,14382,"[471826, 165908, 354078, 288080, 305334]","[23397, 19293, 41907, 9307, 33618]","[10193, 4653, 9876, 7860, 8284]",533001,"[10, 10, 10, 4, 3]"
183939,1559,18472,"[59789, 5308, 94491, 337013, 294541]","[5502, 541, 8184, 22414, 14595]","[484, 92, 2172, 6304, 6785]",462847,"[9, 7, 7, 4, 4]"
164070,1801,14198,"[186496, 442368, 305028, 54988, 359597]","[4641, 35254, 25719, 4412, 30566]","[3876, 3654, 3316, 1125, 1957]",412705,"[6, 6, 4, 3, 3]"
358327,7129,15747,"[139845, 193991, 307310, 145050, 358624]","[16737, 16892, 35396, 8917, 38839]","[2266, 5173, 2542, 3034, 7878]",862806,"[10, 9, 8, 5, 4]"
2335,65,87,"[439521, 31847, 237631, 402702, 264710]","[47667, 3272, 25303, 30997, 22400]","[8319, 784, 4461, 3131, 6681]",6464,"[8, 4, 3, 3, 2]"
2639,28,208,"[387782, 103143, 426722, 378552, 247028]","[22700, 3941, 19832, 34311, 26056]","[2160, 1974, 2518, 2699, 5589]",7643,"[10, 9, 8, 6, 2]"
192322,4860,8327,"[131252, 355371, 108869, 441719, 111303]","[13092, 15233, 3870, 36358, 3084]","[803, 2724, 545, 9905, 2120]",438390,"[7, 5, 3, 2, 2]"
2009,51,51,"[181029, 335303, 388414, 202920, 429828]","[21187, 25672, 12855, 12298, 22752]","[1874, 9501, 10496, 2024, 5933]",6933,"[6, 6, 5, 2, 2]"
366713,2113,31578,"[368178, 472133, 182152, 148903, 338899]","[42885, 25802, 19646, 3302, 16545]","[2288, 10047, 1369, 3892, 7172]",1155843,"[10, 8, 8, 5, 5]"
458,12,43,"[181061, 146870, 143707, 120638, 73416]","[14904, 11706, 16608, 8795, 4074]","[3281, 3621, 2659, 1586, 988]",1247,"[10, 7, 7, 3, 2]"
700983,20528,15921,"[6488, 27864, 169975, 21548, 138665]","[538, 2320, 16375, 1293, 8330]","[79, 555, 4800, 605, 3130]",2133062,"[10, 7, 6, 4, 2]"
287141,5284,11871,"[197563, 449635, 370709, 190019, 65998]","[20817, 11990, 21851, 16525, 2022]","[3402, 7224, 3855, 2376, 1925]",773513,"[7, 6, 5, 5, 4]"
89357,2040,5927,"[137516, 416234, 351439, 384160, 226968]","[8165, 40539, 38828, 30817, 5726]","[2051, 2853, 8333, 2530, 2188]",174666,"[10, 10, 6, 4, 2]"
200016,2269,6639,"[90575, 393043, 105873, 321866, 480974]","[10410, 36607, 9940, 30820, 45434]","[497, 11051, 2726, 3818, 9051]",221410,"[9, 8, 7, 4, 2]"
503613,14548,17574,"[258688, 388683, 12190, 272967, 397030]","[12436, 27488, 312, 12031, 38704]","[2090, 4447, 348, 6986, 9745]",1285779,"[7, 7, 7, 7, 4]"
218254,2823,4746,"[72399, 241171, 401795, 120218, 78068]","[1884, 11454, 17221, 13073, 6615]","[1376, 4260, 8539, 2869, 1472]",731536,"[6, 4, 3, 3, 2]"
598511,12314,29199,"[261407, 204883, 409891, 145705, 194449]","[28863, 21120, 24863, 5229, 10382]","[6321, 2217, 6950, 2788, 3907]",1840242,"[10, 7, 6, 3, 2]"
283637,3999,7704,"[489324, 334144, 167168, 203580, 217465]","[26675, 27938, 7466, 8833, 10573]","[9695, 5785, 4353, 4570, 4712]",315964,"[7, 5, 4, 3, 2]"
1554,9,139,"[220263, 365636, 70547, 346636, 351334]","[13121, 36520, 5242, 37516, 41187]","[1914, 5437, 1525, 4380, 4102]",3609,"[9, 8, 7, 6, 3]"
290432,7118,7516,"[187251, 416825, 498323, 306083, 418131]","[13161, 16816, 55001, 29216, 36836]","[5383, 5047, 3502, 7852, 12527]",357430,"[10, 10, 9, 6, 4]"
333579,2180,17400,"[417102, 393133, 286796, 481519, 472031]","[31293, 8616, 15029, 45775, 52523]","[8255, 4104, 3011, 9676, 7160]",923467,"[8, 7, 5, 4, 2]"
291335,5213,15504,"[40781, 336449, 339270, 460360, 58735]","[4566, 10464, 26825, 42752, 1590]","[226, 5586, 8406, 4151, 1522]",995100,"[10, 7, 5, 4, 3]"
223579,6052,19546,"[27597, 456240, 102221, 147967, 416709]","[2559, 44609, 10762, 7419, 29614]","[729, 12144, 576, 3221, 8351]",306034,"[9, 8, 7, 5, 3]"
304084,3318,8525,"[35651, 429851, 268811, 13672, 493485]","[3919, 12109, 31296, 452, 39719]","[1069, 3637, 4193, 335, 2864]",438545,"[10, 8, 7, 5, 3]"
949670,9837,21449,"[472382, 309994, 158524, 387729, 124297]","[29938, 20946, 7695, 14344, 3789]","[7692, 2520, 1763, 3233, 960]",2584882,"[10, 10, 9, 9, 3]"
201268,3517,5341,"[355712, 3693, 303630, 454197, 5720]","[25912, 192, 26050, 49833, 561]","[5887, 106, 8998, 7870, 152]",333652,"[10, 10, 10, 7, 6]"
1237,14,127,"[341959, 64234, 12664, 53684, 460798]","[9827, 1981, 1064, 6194, 30681]","[9921, 1827, 349, 1489, 12652]",3296,"[8, 8, 5, 5, 4]"
128560,1146,13064,"[320448, 441945, 295012, 11444, 425468]","[35882, 38175, 15106, 1136, 29287]","[2740, 11982, 3972, 257, 5218]",442794,"[7, 7, 6, 5, 5]"
257964,7331,25941,"[109984, 205569, 315602, 351113, 42991]","[13169, 16700, 26704, 8594, 4552]","[3217, 5963, 3322, 3738, 608]",313750,"[9, 7, 5, 5, 2]"
